longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,rooms_per_household,bedrooms_per_room,population_per_household,ocean_proximity_INLAND,ocean_proximity_ISLAND,ocean_proximity_NEAR BAY,ocean_proximity_NEAR OCEAN,target,prediction
-118.4131654953374,34.24965952553257,37.05646241734376,3075.7632131223672,737.9108920383334,1555.7004045907702,595.1826850895254,4.7486795678358655,5.471448865277088,0.230908008735647,2.051317750447027,False,False,False,False,337000.0,356896.7
-121.32363031204399,37.96090006701613,42.65148814712141,2166.621549554331,463.34181124050525,1464.1036934988254,447.94996410430343,1.7875488890790014,4.926536359887033,0.20150472021042543,2.8624279490155855,True,False,False,False,59200.0,70910.0
-121.15135590368465,37.94169213071911,25.05185551843586,813.6571363224341,33.345032929125836,176.04105716574375,79.56933219493503,7.504416127100296,5.558535248211487,0.19752606589757754,2.692292872080939,True,False,False,False,212500.0,230016.66666666666
-122.29464587018893,37.588624755009654,25.001177858658977,5007.191552490703,935.7815671238772,2477.4489975897604,966.3953554577203,4.7364621198905725,5.496815915601873,0.20009547773333708,2.5562489578974215,False,False,False,False,274600.0,315453.3333333333
-118.82677748988625,34.3611384505736,33.13501202337038,1820.567024654472,323.1868985325715,1137.7754774239997,341.5276970880317,5.127635490255876,5.949851331143715,0.17524482458888654,3.6191187850935767,False,False,False,False,227100.0,213140.0
-117.76304228775956,34.166316266466175,45.33598111282206,1408.4239501102568,297.2418744849441,638.0531092493479,328.51870659771674,3.2429498252361575,4.846439166156926,0.2266168020733652,2.709432764629072,True,False,False,False,115800.0,188440.0
-121.7936195736214,39.49679264581012,11.327913112668549,2135.6051772441297,386.84582916682757,834.7231113780118,359.2962080133921,2.45960903473363,5.493419870024994,0.18859507388638988,2.5371717653309567,True,False,False,False,97600.0,91823.33333333333
-118.90682371464496,34.85020984440499,35.50924625717134,2057.859842431079,291.21737287881734,1128.5109822542195,305.45593273170294,4.376541897851005,6.224498182503741,0.15923692081119206,3.256499871784955,True,False,False,False,85500.0,154076.66666666666
-118.24254916479516,33.962642041785834,15.580564480794493,7140.029212562848,1081.4490858469226,3754.239459142646,1022.9979285952489,6.373145423599774,6.823144881026309,0.15863091097226423,3.654040965024531,False,False,False,False,337400.0,300480.0
-118.67392954335256,33.82982245672417,24.47746472172333,4533.32893727434,928.9453058805376,2083.1457348297504,817.7947003386142,5.8749048747786805,5.166439154327902,0.1942229075712064,2.113843359788457,False,False,False,False,366200.0,416123.7
-117.68534596398658,33.62045996407846,21.106768180903938,3299.7142840562783,429.0310704582295,2332.3228551430966,1006.8013612320906,3.571095337500546,3.6342235777056575,0.106609973328613,2.277760467750759,False,False,False,False,219700.0,240680.0
-118.3653900686066,33.84182052274578,35.98701508525516,2948.3583164875345,751.97769447752,1723.0659519015946,605.9662436261849,3.764421736947894,4.531938801961887,0.22352331668204414,2.7930969309903233,False,False,False,False,279900.0,249520.0
-120.25642412938355,34.70714675728526,12.908425329707143,1490.9166170616752,223.85345017279624,760.1421932365099,275.88226256107765,3.5132098406376846,5.66333117714217,0.21240613183120982,2.7904865254227893,False,False,False,False,230800.0,192083.33333333334
-119.93643138265624,36.56997911193593,53.4342656536829,1061.610452531315,250.19363725064335,514.1952278238804,268.27954183604794,2.427914007509974,5.105095051536959,0.20447959997685847,2.7680107334529134,True,False,False,False,59100.0,76876.66666666667
-119.96944270572776,36.83832343639748,11.600040187928771,1291.795156958612,228.62310469419396,643.2477430344097,187.51535216455423,4.586126703807573,6.77652841920949,0.16939358831430648,3.018276469706379,True,False,False,False,89300.0,142056.66666666666
-119.20770012199641,35.62106302044689,9.735946517305646,1174.131659755856,385.33001378159946,1402.5592514273692,323.206985894533,2.158360171086109,4.796441994639555,0.22146608580163288,3.5497113076005316,True,False,False,False,67200.0,55643.333333333336
-118.58139575470223,34.37069637862591,46.01881585455772,1762.9891688823438,179.7616211480972,464.43070056823524,257.3075017438024,4.042877936848158,4.93639479432758,0.20512020260287378,1.8400443470472903,False,False,False,False,293800.0,349123.4666666667
-120.86446966846685,37.63379691876144,0.2828721888166994,13146.052029936234,2358.7713196209797,6547.034976179511,2288.8227219367795,4.159050346709985,5.9358472412357814,0.1765188388221043,2.8894969758746964,True,False,False,False,162100.0,178510.0
-119.11075240529871,35.352041158442304,38.73186788835228,338.54870179395016,54.14793334678991,48.145573094173756,70.87845500414186,2.482272294739623,4.031608517267359,0.2045737061447816,3.1662994874682138,True,False,False,False,91700.0,85180.0
-121.16864211295297,37.368412303960405,13.192739288335698,2404.678809672775,480.1221324933192,769.5606727050498,354.9303692145276,3.7654174278071104,6.814396298273807,0.1786722069631144,2.8429922464642314,True,False,False,False,145600.0,148413.33333333334
-118.14096710040552,33.941724055899975,28.19154004369752,3123.730819737288,641.2080304457339,2679.6271105064106,588.2292803144849,2.6486731397133636,4.820947231133594,0.2254025914447736,4.29736102820359,True,False,False,False,175900.0,155916.66666666666
-119.79761798429595,39.347910064590884,8.70701710385473,577.8956149076067,79.91017746648109,193.58289832452397,145.16656458482677,0.7873360351713812,6.288090980784538,0.22632238031853144,1.9242227495452005,True,False,False,False,116300.0,110216.66666666667
-118.35271348213047,34.0227297928681,33.19978935551518,3851.4498849430784,1018.8881784285426,2660.5326802076884,1044.8251582993794,1.8339168880465695,4.036793112485709,0.26262898115895955,2.647569297939487,False,False,False,False,167900.0,175430.03333333333
-123.55264221057661,39.60210186405149,12.592462001026927,2382.6016335987388,610.6189830588232,1227.1425573337299,399.13868423692224,2.0326508021195857,5.644339936723603,0.23030988337740124,2.4049635192168677,True,False,False,False,96600.0,76820.0
-122.07463556665635,40.1228351673401,38.88838633904536,2492.24496016529,464.924763345796,1456.1453917219321,479.95001539018557,1.2776747472811205,4.529179528184279,0.22207345713705548,2.58834293843247,True,False,False,False,60800.0,53460.0
-122.27543841364532,36.9692430330675,30.792056066509083,2450.0775602744275,302.37814096218744,1058.2295106132365,385.61512848718917,6.513190227841512,6.829705315639565,0.13241655118216705,2.608323493409444,False,False,False,False,411900.0,409966.93333333335
-117.04801006179011,32.487910524063324,13.016614466644466,2340.987916254401,633.7771059462814,1716.7738177722229,479.1939740933097,2.9915570243463883,4.717239121164742,0.22418320510105108,3.170651885859618,False,False,False,True,135300.0,140686.66666666666
-118.72397209174541,34.34891575346921,47.76645202824322,1190.5385453936328,360.7014930852778,750.6512330480705,261.1314690119193,3.920333999244828,5.197343234449738,0.20843107450443193,2.603290916283861,False,False,False,False,235500.0,245706.66666666666
-121.70701853007566,38.4667216730674,38.11444953971822,1664.4838929493842,489.58738049390786,1126.3071109591062,411.4361011826903,2.3996837953745622,4.980475995472951,0.21984092619324566,2.4897243260332655,True,False,False,False,80600.0,93713.33333333333
-119.66042301613223,34.37757234833828,36.297685468955855,1604.786061713106,326.0581930499477,737.131056356651,423.76696559005376,2.711525760683429,4.004979702453315,0.2746833012064314,1.4929127358182386,False,False,False,False,318800.0,327990.06666666665
-117.0015386749741,34.429889965521845,12.493221147690573,963.781565952289,105.06536314320117,256.12612803252995,162.28490801578505,7.146532934450054,9.389845412896566,0.18175544457581544,2.783828835617169,True,False,False,False,171900.0,269376.7
-118.33554811987155,33.71850000458536,18.47647580731098,2373.4757235572115,491.01911325933287,1148.440048691998,424.14908480908514,5.0117104124708485,5.6520105127275775,0.19597047827587274,2.74506904671581,False,False,False,False,338600.0,320176.6666666667
-118.03324993128388,33.521708609901864,28.763535708933855,2893.034241497364,627.1476708651415,2428.0111497040475,683.2476102977599,4.809949727399986,4.80730408752315,0.1969115487703049,3.7974951493332534,False,False,False,False,195200.0,195810.0
-122.380533888504,37.90581948177286,48.30422539625542,1930.951740741018,299.4799685082863,851.0475669295548,277.9462008683034,6.259006944770506,7.023255542001522,0.14982434487476065,2.2519619877604597,False,False,True,False,267700.0,396780.26666666666
-118.25724206851885,33.83697316052673,35.83617058785852,2171.8238858577984,465.81378002316944,1249.3220057070187,315.5676401206829,4.923426206928472,5.868244937856141,0.17118859298185082,3.1607852237541545,False,False,False,False,228900.0,211413.33333333334
-118.10471748334388,33.93439351452075,32.393814438713804,1929.923257090962,326.6338845455349,812.6109862838305,402.67073769171475,3.477342644110006,4.876863284107567,0.19748713934832293,2.4563329628443578,True,False,False,False,163900.0,189743.33333333334
-117.6426068208739,33.96268141238011,16.08867295575494,3899.5511068964956,738.8581384627116,1561.4249279394885,693.7685015383578,2.685019052281671,5.214317473174124,0.1845162359824161,2.14109124509521,True,False,False,False,75000.0,126173.33333333333
-122.06747614222465,37.96458694295407,41.17537233884863,2574.8182930825647,500.43264731741,1101.8093090145235,605.4342170130235,1.9063784262861017,3.881349643056169,0.2443665116014717,2.0972177393264575,False,False,True,False,153100.0,140043.33333333334
-117.36091897730459,34.06802349725937,19.050166121636654,2075.289257470148,575.6791590055648,1571.0094356546208,498.9532771240762,2.279799247833086,4.68450418171584,0.21096774039961397,2.794664965366568,True,False,False,False,95300.0,95200.0
-117.56444160186727,33.40532216286194,11.00797272806714,5370.85318515236,795.5319999687978,2422.5166847787623,757.9023439837564,5.468236681423319,6.335362833219449,0.15834986445447632,2.8817737890522506,False,False,False,False,325700.0,278153.3333333333
-120.61484615713239,37.855873018101626,31.201305347812923,845.7483166525234,189.20854854089387,670.1579267875089,135.85998512706593,2.4484505445800444,5.263306370307136,0.2150134297072423,3.1392375244856496,True,False,False,False,66300.0,97233.33333333333
-122.90741694362791,38.88703918635573,17.414319501063105,1259.7603414114808,268.43245288007824,534.9007712983416,275.1446941118252,1.681424683797795,5.322653892439982,0.22636648589741515,1.998883720346672,True,False,False,False,93800.0,92653.33333333333
-122.3560884024098,37.42922949804544,25.190221762154884,512.5566434665257,136.658549842661,330.28076528020813,119.3331527271264,5.253327653399939,1.840463973550597,0.4639137633252899,1.4218054313258053,False,False,False,True,350000.0,397850.26666666666
-116.74702859575744,32.6416450518851,14.665228311385073,2003.0959526652239,322.82738441913557,1018.0110834548965,287.875561342544,5.792378651017853,6.5866210471882285,0.1639099209029732,3.3355968101376634,False,False,False,False,248900.0,234976.7
-118.18272785071495,33.60990405148285,28.85996594089799,4456.065839050431,528.0752327172145,1505.369512338236,560.4185890872537,10.777582960888425,8.427432956638398,0.12561736223078912,2.8774414935606116,False,False,False,True,500001.0,498720.9666666667
-116.94277544008135,32.615538147477906,49.40793432346227,3512.8786674104294,803.5406088277289,1311.1001768704837,664.9078038645697,2.369657408223972,4.650431021949706,0.23091520895374829,2.169785281842828,False,False,False,True,170100.0,157423.33333333334
-122.61871629516851,37.63812549318814,38.30573032278009,5757.107654844868,958.9304768977472,2017.5645366560523,948.5226307793014,6.257470547924887,6.347333740736473,0.16571072126663924,2.302806031369344,False,False,True,False,346800.0,408750.13333333336
-122.53216405762541,38.36649245729328,12.925235817354102,3580.252340416645,922.3045459078476,1428.7026051349428,823.5546702852154,2.341784199245281,5.157404934579984,0.23489114938719163,1.6306592617084608,False,False,True,False,208000.0,163706.66666666666
-122.47340279805337,38.449857238008725,39.091117835436805,2162.3899058334696,416.5579690806031,1030.4232276280127,344.5513786218314,5.543082984900469,5.811030539812012,0.17821292600976482,2.599581243113588,False,False,True,False,435700.0,283913.3333333333
-122.90387640264498,38.63763390931128,20.9714028130316,2771.2454431764063,735.5345879182515,1686.398548190976,625.8494063600499,3.0079256575542397,4.816672086842056,0.237417128751676,2.772097463009303,False,False,False,False,164400.0,164476.66666666666
-117.16633319123152,32.47134676210597,8.76290459540039,3447.6704795562755,958.2843846983803,3444.4651781373486,880.5514125908759,3.451931669462173,4.254572069792956,0.23460545286546908,3.739715764580362,False,False,False,True,142600.0,162163.33333333334
-118.46732488161975,34.0665681238693,47.06166914531468,1238.3008209995146,61.629702982160694,87.69976851507002,92.94669475608194,14.812037113524331,8.08892556791011,0.11139770048664882,2.4258774702279045,False,False,False,False,500001.0,481594.2
-122.27241758884261,37.05422159916814,14.95767307426182,3177.1961297220873,543.7308635604619,1395.216352468183,499.1502307073232,4.115614355366621,6.334608491650586,0.18833666375653357,2.963164404024635,False,False,False,True,294100.0,258373.33333333334
-122.49048538583409,37.546080685725215,42.377454265214496,2327.033584049135,486.04423335162835,1270.9988988575392,455.15712094066686,4.141334022400367,5.548396334529681,0.18671356972255082,2.912649785291962,False,False,False,True,349600.0,270043.3333333333
-117.7066498045028,34.41324132347514,27.461137336764942,2570.055008442863,521.6970960284452,1174.1094215676992,524.2280220669943,2.834548684604523,4.303614623927358,0.23406338669625557,2.0828693559533518,True,False,False,False,209200.0,135223.33333333334
-117.92734149770726,33.53369071548457,40.32787676490511,1677.1084509092736,696.9178057819365,2282.7340145218022,626.1787469036099,2.3833298306957786,2.8501464998468786,0.34104175173038415,4.109823091743427,False,False,False,False,147200.0,171473.33333333334
-121.33447691521145,37.43208783344012,38.28300086510899,-5.886131824955811,75.78839098871846,107.04060194784206,38.70249476068705,2.5252886948788795,3.0264403712207426,0.25508581072249503,4.398630089441207,True,False,False,False,55000.0,139870.06666666668
-120.75824974106605,38.55448263233859,13.073090901830646,2669.561884468673,533.811534290592,1014.0867103527596,367.2088318655696,3.8307285454993285,6.175840191643637,0.17363919772333572,2.8161052440983805,True,False,False,False,180800.0,146876.66666666666
-120.35729669167155,35.193493293029256,24.08308972236408,2867.8250014630844,416.8225976898326,1074.3782451876248,418.79505619136984,5.119233389286808,6.487664741170555,0.15625847796358153,2.8920148787755786,False,False,False,False,162900.0,247840.0
-122.40969487877116,37.56684748733828,54.100248524555724,1878.6637707816697,274.88587657411006,618.0836818218188,190.67081228380277,10.190876619234253,8.283591877481062,0.12539758163279932,2.661656937937459,False,False,True,False,397000.0,500001.0
-121.92734502561693,36.440009241601985,16.79782918599186,4054.4180398826884,718.2317520868851,1856.708753585828,662.270180775787,5.777183188566349,6.1423391169983095,0.17474855022444635,2.9300139301553374,False,False,False,True,373400.0,299420.06666666665
-118.03079312079737,33.991540633987455,33.69257774895422,951.0933105764869,256.9081212528341,530.202749903755,275.32371457997715,4.470311316629813,5.0381212737483,0.20623342824274365,3.0094426845145326,False,False,False,False,255900.0,191930.0
-118.52720246708623,34.26184755108815,36.071371797233155,1533.2137294465076,232.05755689766187,738.6843216953101,275.1816725625711,4.465161640491352,4.82167913811053,0.21362503087923668,2.959391730769728,False,False,False,False,193700.0,199290.0
-117.90544403141851,33.858015759150106,41.84222657121144,1633.7086315743422,373.0524181440678,2007.6943530929448,484.9175157332737,2.3259024116019944,4.0017178760632754,0.28623636450106144,4.425788016891997,False,False,False,False,149700.0,151960.0
-118.7966735691488,33.89028811860665,50.72821142939424,2728.326569152188,483.2599516076765,1063.0572424292159,519.4586541206381,6.596483638939459,6.1418498221145095,0.16451601195601923,1.84058154323343,False,False,False,False,421600.0,462647.3
-117.41476471630928,33.81364930666895,5.444088505018521,5986.664213631002,1026.2127307130997,3258.4831432271835,1095.5803279700701,5.499463865434071,6.049362054840147,0.18686176775413282,3.2440851083081603,True,False,False,False,174800.0,186723.33333333334
-118.2025000569554,34.103520687926604,31.189618270938098,33.414026567247674,183.80215462999013,267.7780821689428,49.51186933490483,1.7045824890938497,2.869539957756248,0.29798079434249797,4.265526577507543,False,False,False,False,154200.0,193650.06666666668
-121.84011243926966,36.79672706523649,21.899849946943803,3306.420035287252,744.0684565377328,2135.5461006434407,557.3267905320624,2.3368469659982947,4.802796138754471,0.22462538618173042,4.17060907059119,False,False,False,False,178400.0,144576.66666666666
-117.34155241301515,33.28513131476517,40.302612582214245,1319.454512498909,227.58773297938853,899.562019032727,375.05406493350324,2.829069279486541,4.854746050715986,0.1792508055227085,2.80164360670223,False,False,False,True,185400.0,162683.33333333334
-119.40958086477492,34.752567150304884,24.490270748054638,1903.0265604237338,542.3854284792443,1240.0238085604221,473.98105002768204,0.765225258200704,4.418534572580542,0.24236478594181896,2.7092252725180597,True,False,False,False,51600.0,89386.7
-117.85416283745637,33.9276714395039,19.774567091084137,3541.574306724079,851.0025150946377,1967.2155728671669,800.0324593884052,3.493466466956021,4.66667625282714,0.23506122350020128,2.5402481589892445,True,False,False,False,150400.0,178846.66666666666
-118.02820608679356,33.78038822334451,31.291357955843544,1075.2808568095493,101.04623601326881,291.959262262661,173.72422266302976,5.056022387008499,6.32734269654679,0.15407203746647094,3.182044585033949,False,False,False,False,279900.0,232773.33333333334
-116.73288417367299,32.90545355062362,16.187906909370533,3355.958929412363,680.3599429454099,2027.5260282206561,623.1033740629472,3.9564798072533627,5.326163017946939,0.21462639282331236,2.9130022816686836,False,False,False,False,182100.0,174656.66666666666
-122.33419304733717,39.63550941268123,15.783706777487879,2124.9605917461354,369.7766523009235,954.4844921235998,340.1248048725856,1.9549743780423086,5.406711672415518,0.18891750580707797,2.961741332362471,True,False,False,False,73100.0,83286.66666666667
-122.12253955806806,37.26977229531673,20.110373593546786,1280.0499397975718,188.80932427777768,272.8650643847506,90.28069780274171,6.115879820620185,6.562515408736731,0.17655548024447817,2.7351997810170654,False,False,False,False,331500.0,341463.43333333335
-121.16087323861305,38.64435378523254,14.979724075636442,2179.057467591619,231.459284620158,703.6446802433026,278.9020520554131,5.489037449306455,8.031022673161665,0.1310754283056804,2.590450104163559,True,False,False,False,361900.0,221600.0
-117.91596755356699,34.099680080923896,49.26300087536106,3168.8590419082325,520.5309662743222,1573.0987324622065,540.9224654097239,3.784733258024407,5.530358342557173,0.18615278243333722,2.782965401628101,False,False,False,False,238300.0,254446.66666666666
-118.25390787522961,34.068807789840726,42.319951351297604,1885.463379521058,328.9958225412727,1163.8706224600703,327.28594953347505,4.861607380053522,6.259007995463162,0.17051595982836507,3.1318691650571946,False,False,False,False,169800.0,225230.0
-122.31650299407961,37.83507395412698,32.48673841955442,1214.4532063605873,214.39497862214978,730.0590687170962,219.71779512339052,4.839339780942976,5.67105001028965,0.17085613377816694,2.7333391637605313,False,False,False,True,500001.0,270550.0
-118.0868127126171,33.99748555196017,39.41978516635531,2090.4206908418896,413.20101980088714,1356.657289652187,408.8074392569626,4.3981093813326,5.2951167259591285,0.20394321175870495,3.104392219885166,False,False,False,False,213000.0,190906.66666666666
-122.36048352898167,40.15904118749085,15.524585985658431,2159.365942462987,363.8069426549676,1059.7731190730726,428.2274612123917,2.9538914962929663,5.666538448921215,0.1875681425045624,2.931861096000556,True,False,False,False,84800.0,92076.66666666667
-117.1052636061403,32.676158031877165,31.399187277492157,2450.8637280285016,510.3590140980551,1065.956420459567,523.8389058644059,3.9863719517954075,4.467811933925032,0.2363956226267244,2.230058323001694,False,False,False,True,290000.0,212086.66666666666
-122.27114075759016,37.20101828536363,44.73743235665993,1369.2029123497364,390.0289516556837,565.8783683791856,226.54669949092613,3.5864289515178553,5.23211327336254,0.21529044098830896,2.166046675566843,False,False,True,False,180000.0,309740.0333333333
-118.35587319963084,34.159758604898755,45.621798057870684,2165.8689963267616,536.1561742027869,1590.9155289498658,466.15593419637287,1.571446026967114,4.877841268416984,0.24707737447627595,2.9797333093097222,False,False,False,False,97200.0,150530.0
-121.6088294251147,39.51881683126565,28.09640450856644,1155.2717816681752,113.9466584093831,580.2711599737571,90.96403930558193,2.2195399062115233,6.643989996234878,0.1586465318746092,3.0070756412192727,True,False,False,False,73800.0,87340.0
-120.76422505267098,34.90077441154346,15.296876641821788,2131.834017765755,454.371144488773,1463.3879317897613,437.4229576490884,4.529235538286574,6.107048232093064,0.1661097538915611,3.4141664927490254,False,False,False,True,150700.0,217436.66666666666
-118.24046797798172,33.707755118570354,52.541516731115244,1662.4345595783097,347.5126979400042,1131.1002851577964,336.6361324032996,1.799827303829603,5.295627433439049,0.20393858299742756,3.149879550518918,False,False,False,False,128000.0,132170.0
-118.1675174467434,33.91062940113339,33.97307981805294,1952.5172505943876,413.0315544916527,1616.485516721682,386.442603823553,4.111454366030728,4.675033830307682,0.24380709992105137,3.8558727417859484,False,False,False,True,165100.0,163850.0
-118.2689719906504,34.367663680926896,41.770282075948195,2353.084064079127,788.8634322617465,2630.9604584183317,613.0217467648583,1.8225521153487447,3.9671318314390316,0.27806138869186936,4.140237403395121,False,False,False,False,101400.0,144356.66666666666
-118.38716139849568,34.1493086921069,53.207034636716934,1558.9858195672446,294.0679835807819,594.7152052741646,290.38836906901724,3.605015606286143,4.364018966677268,0.22747392502566754,2.309961207526495,False,False,False,False,432800.0,306920.06666666665
-119.49454614123364,34.23885347260899,12.928277160839494,5853.798647148674,1301.9203349016677,2783.8476578625646,1221.5361873884583,3.913295813727753,5.007473915830906,0.20681117104984909,2.236655420671961,False,False,False,True,215200.0,239756.66666666666
-117.91456653784398,33.81182063897353,22.875397792560957,3518.1242117104193,902.2245434311915,2921.921929669828,822.641950832971,2.808207350172237,4.4373354441844,0.25382929373491786,3.2009516365320265,False,False,False,False,225600.0,188170.0
-118.91889932815847,33.84573387251124,10.287313417160007,5941.774622800365,1533.2011212849131,3197.7733425922115,1317.208436862763,3.89919195798307,4.358959215872234,0.2456017296472635,2.449217180866291,False,False,False,False,173800.0,311110.0333333333
-118.53128982631489,36.47845086539979,9.251428414851805,760.5194488777713,35.075663362914796,102.7358949252179,18.798247303706642,2.889296704067091,21.14669850961397,0.25136462676121396,2.263153080192005,True,False,False,False,71300.0,114660.0
-121.8824248802997,37.26001627858149,15.827546718086824,8745.523462618916,1559.4745353998994,4762.095826943456,1456.641729266325,5.943982322851689,5.8043967981809885,0.1766870159228146,3.1482612223704005,False,False,False,False,276600.0,260710.0
-118.28876961367581,33.95734843404581,25.32458253574936,5841.621434363227,1092.3445126849376,2385.3959786335054,999.5157295271425,5.889019078497233,5.657093052069779,0.1815279083032542,2.3611958316084034,False,False,False,False,395300.0,353170.1666666667
-118.58080117675652,35.03740365899693,30.32825757015542,1189.3595314095487,264.81852471146874,734.9676215120246,218.0061860363955,2.591635680495727,4.322414068599689,0.25083760977353303,3.6112427116800085,True,False,False,False,53400.0,81106.66666666667
-120.60490287561382,35.399024082755716,8.449465328919032,3494.9631164575035,617.1630160101495,2239.961196777813,613.5262891242386,2.7901713681421176,5.714527762960135,0.1863808354521503,3.7088796025838304,False,False,False,False,158200.0,158793.33333333334
-118.3582220681295,34.49537066012835,43.10832467416405,523.4003858086842,117.04851824960996,422.02545220829154,125.19769533988605,3.861556680421177,5.143273655945944,0.18104272021445092,2.9966820028539543,False,False,False,False,193800.0,219063.36666666667
-122.54496660728707,37.8760979301326,22.444142386882017,7109.447634706516,1988.3510716092526,3108.836347506461,1826.5352280326795,3.7371388785476243,4.062514685922506,0.26474561660697243,1.3155897635283036,False,False,True,False,271300.0,329373.5333333333
-117.71574977495479,34.45924088087455,28.71818656012285,1497.9861445534434,393.1522164662795,1322.9478769369543,297.06500308823814,1.6616637739563656,4.877356024702486,0.21797660367966737,4.0060099225255215,True,False,False,False,67800.0,83110.0
-117.23533034965617,33.55335338460088,6.483622315235652,13596.6834286398,2253.6620505634232,5662.639262866542,2023.9474523255062,3.8746773562402455,7.037803794159007,0.16509315593474203,2.948051752806342,False,False,False,False,183000.0,173866.66666666666
-120.42789131828485,36.88806461047465,14.054148868509785,3070.6584568767903,635.364586380471,1575.0085337282674,637.426932478432,2.5728481891417196,5.008903203092872,0.20984886755588736,2.8613753382993163,True,False,False,False,81100.0,99683.33333333333
-116.70478979308524,33.8898220777054,23.298117578668986,6497.977780741755,1131.12145900776,1897.7848458802316,1223.4461967009588,2.277502943222959,5.710175606748689,0.1868434328641227,1.9100162323938814,False,False,False,False,92400.0,154103.33333333334
-121.37867224934519,38.5144774662677,11.51246107406119,2728.690299912544,512.7440604407366,1031.9277374655685,633.9647994251518,3.6391900792398766,5.120077389943208,0.20986287172309057,2.4955856887979473,True,False,False,False,161000.0,134246.66666666666
-117.21937692075224,34.26867321971026,34.843420047624086,2719.4007939171515,800.1774525949734,2445.7740163175363,702.2035207586352,1.493578991510169,3.5686441361012933,0.2644148421278075,3.075313884092397,True,False,False,False,70600.0,75126.66666666667
-119.4869784543594,36.50536459261456,32.31525165827251,3570.8184514684226,689.9987679975059,1938.53060827378,557.3489135168657,3.0259290727837453,6.167806858879779,0.17496034238276584,3.524359050017935,True,False,False,False,110300.0,87516.66666666667
-122.2749510386709,36.71164157933629,13.91744057485286,4738.189276127657,997.1131274685777,1973.4549719187237,946.071080686316,3.826605741085117,5.615609219459217,0.19235004352219603,2.192362086214001,False,False,False,True,312300.0,276153.3333333333
-118.2202468955145,34.06496010137364,38.7672467467946,1479.0645247621371,415.0994397936474,1092.1229677387678,359.51191713282805,3.7135873859618957,4.451385796237739,0.2482808534219171,2.6148105715454095,False,False,False,False,336300.0,217863.33333333334
-117.31883137925603,34.38733189286718,17.740028452270163,3639.229275821942,785.5691725364001,2510.5720456725107,728.8347181698128,3.4863586825321855,5.195464623665259,0.2146644637418062,3.61167787195912,True,False,False,False,126100.0,112560.0
-121.78097093331351,37.854902043145586,14.276701122014538,5088.507689667579,785.1361003605118,2412.434457833884,859.1521114885765,6.75666976555536,6.963760102725643,0.13784671397137654,3.3645437187359195,False,False,False,False,296100.0,317546.6666666667
-117.46282325857129,34.497760860966444,8.827619165343634,4950.526873048817,856.4180799602686,2913.487128465708,767.8871812681843,2.950423788903897,5.589704495067638,0.18753351735430568,3.6189580385192306,True,False,False,False,100400.0,105746.66666666667
